,Bus Voltage-1,Bus Voltage-2,Bus Voltage-3,Bus Voltage-4,Bus Voltage-5,Bus Voltage-6,Bus Voltage-7,Bus Voltage-8,Bus Voltage-9,Bus Angles-1,Bus Angles-2,Bus Angles-3,Bus Angles-4,Bus Angles-5,Bus Angles-6,Bus Angles-7,Bus Angles-8,Bus Angles-9, P generation-1, P generation-2, P generation-3, P generation-4, P generation-5, P generation-6, P generation-7, P generation-8, P generation-9,Q generation-1,Q generation-2,Q generation-3,Q generation-4,Q generation-5,Q generation-6,Q generation-7,Q generation-8,Q generation-9,P demand-1,P demand-2,P demand-3,P demand-4,P demand-5,P demand-6,P demand-7,P demand-8,P demand-9,Q demand-1,Q demand-2,Q demand-3,Q demand-4,Q demand-5,Q demand-6,Q demand-7,Q demand-8,Q demand-9,Pflow Bus 1-1,Pflow Bus 1-2,Pflow Bus 1-3,Pflow Bus 1-4,Pflow Bus 1-5,Pflow Bus 1-6,Pflow Bus 1-7,Pflow Bus 1-8,Pflow Bus 1-9,Pflow Bus 2-1,Pflow Bus 2-2,Pflow Bus 2-3,Pflow Bus 2-4,Pflow Bus 2-5,Pflow Bus 2-6,Pflow Bus 2-7,Pflow Bus 2-8,Pflow Bus 2-9,Pflow Bus 3-1,Pflow Bus 3-2,Pflow Bus 3-3,Pflow Bus 3-4,Pflow Bus 3-5,Pflow Bus 3-6,Pflow Bus 3-7,Pflow Bus 3-8,Pflow Bus 3-9,Pflow Bus 4-1,Pflow Bus 4-2,Pflow Bus 4-3,Pflow Bus 4-4,Pflow Bus 4-5,Pflow Bus 4-6,Pflow Bus 4-7,Pflow Bus 4-8,Pflow Bus 4-9,Pflow Bus 5-1,Pflow Bus 5-2,Pflow Bus 5-3,Pflow Bus 5-4,Pflow Bus 5-5,Pflow Bus 5-6,Pflow Bus 5-7,Pflow Bus 5-8,Pflow Bus 5-9,Pflow Bus 6-1,Pflow Bus 6-2,Pflow Bus 6-3,Pflow Bus 6-4,Pflow Bus 6-5,Pflow Bus 6-6,Pflow Bus 6-7,Pflow Bus 6-8,Pflow Bus 6-9,Pflow Bus 7-1,Pflow Bus 7-2,Pflow Bus 7-3,Pflow Bus 7-4,Pflow Bus 7-5,Pflow Bus 7-6,Pflow Bus 7-7,Pflow Bus 7-8,Pflow Bus 7-9,Pflow Bus 8-1,Pflow Bus 8-2,Pflow Bus 8-3,Pflow Bus 8-4,Pflow Bus 8-5,Pflow Bus 8-6,Pflow Bus 8-7,Pflow Bus 8-8,Pflow Bus 8-9,Pflow Bus 9-1,Pflow Bus 9-2,Pflow Bus 9-3,Pflow Bus 9-4,Pflow Bus 9-5,Pflow Bus 9-6,Pflow Bus 9-7,Pflow Bus 9-8,Pflow Bus 9-9,Qflow Bus 1-1,Qflow Bus 1-2,Qflow Bus 1-3,Qflow Bus 1-4,Qflow Bus 1-5,Qflow Bus 1-6,Qflow Bus 1-7,Qflow Bus 1-8,Qflow Bus 1-9,Qflow Bus 2-1,Qflow Bus 2-2,Qflow Bus 2-3,Qflow Bus 2-4,Qflow Bus 2-5,Qflow Bus 2-6,Qflow Bus 2-7,Qflow Bus 2-8,Qflow Bus 2-9,Qflow Bus 3-1,Qflow Bus 3-2,Qflow Bus 3-3,Qflow Bus 3-4,Qflow Bus 3-5,Qflow Bus 3-6,Qflow Bus 3-7,Qflow Bus 3-8,Qflow Bus 3-9,Qflow Bus 4-1,Qflow Bus 4-2,Qflow Bus 4-3,Qflow Bus 4-4,Qflow Bus 4-5,Qflow Bus 4-6,Qflow Bus 4-7,Qflow Bus 4-8,Qflow Bus 4-9,Qflow Bus 5-1,Qflow Bus 5-2,Qflow Bus 5-3,Qflow Bus 5-4,Qflow Bus 5-5,Qflow Bus 5-6,Qflow Bus 5-7,Qflow Bus 5-8,Qflow Bus 5-9,Qflow Bus 6-1,Qflow Bus 6-2,Qflow Bus 6-3,Qflow Bus 6-4,Qflow Bus 6-5,Qflow Bus 6-6,Qflow Bus 6-7,Qflow Bus 6-8,Qflow Bus 6-9,Qflow Bus 7-1,Qflow Bus 7-2,Qflow Bus 7-3,Qflow Bus 7-4,Qflow Bus 7-5,Qflow Bus 7-6,Qflow Bus 7-7,Qflow Bus 7-8,Qflow Bus 7-9,Qflow Bus 8-1,Qflow Bus 8-2,Qflow Bus 8-3,Qflow Bus 8-4,Qflow Bus 8-5,Qflow Bus 8-6,Qflow Bus 8-7,Qflow Bus 8-8,Qflow Bus 8-9,Qflow Bus 9-1,Qflow Bus 9-2,Qflow Bus 9-3,Qflow Bus 9-4,Qflow Bus 9-5,Qflow Bus 9-6,Qflow Bus 9-7,Qflow Bus 9-8,Qflow Bus 9-9,Risk Factor
0,1.0399999618530271,1.0249999761642623,1.0249999761629154,1.051752069272028,1.052997323903936,1.0454215367800743,1.0451737572822153,1.0440875695293357,1.0447709980853728,0.0,-0.557943402708303,-1.7335427335282303,147.8994512698143,146.65369544199348,145.89690226790415,147.90425512276246,146.66384582315226,147.36502927492208,69.0,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07143020629883,57.04365158081055,0.0,45.63492202758789,0.0,0.0,0.0,0.0,0.0,13.676785469055176,22.817461013793945,0.0,15.972222328186035,0.0,0.0,0.0,0.0,-69.60446047039275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00000002552304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75000002421609,69.60446047079078,0.0,0.0,0.0,-27.725357506941013,-41.538796045344455,0.0,0.0,0.0,0.0,0.0,0.0,27.79704129214114,0.0,0.0,13.416416021652784,0.0,0.0,0.0,0.0,0.0,41.807419178288214,0.0,0.0,0.0,0.0,15.596840788462,0.0,46.00000002539815,0.0,0.0,-13.34607272641765,0.0,0.0,-32.50068737887752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.583583994414376,0.0,13.153159239786682,0.0,0.0,28.75000002422925,0.0,0.0,-15.504855549946154,0.0,-13.134234695399199,0.0,0.0,0.0,0.0,22.734905416900357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.35352070797702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.475637292308825,-19.943038392750328,0.0,0.0,0.0,-4.644961539785574,-7.4223539092842685,0.0,0.0,0.0,0.0,0.0,0.0,-14.237413579355085,0.0,0.0,-24.300565597320002,0.0,0.0,0.0,0.0,0.0,-8.497491827814756,0.0,0.0,0.0,0.0,-23.305715935777467,0.0,-32.46765012237888,0.0,0.0,-9.031823807026838,0.0,0.0,-5.504336430456734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.052955107185829,0.0,-12.169921338794198,0.0,0.0,-34.356254034199054,0.0,0.0,-15.395106735093751,0.0,-10.467885818822168,0.0,0.0
1,1.0399999618530271,1.0250000201731029,1.0250000002033222,1.045137440855514,1.02181272996396,1.0363214905125229,1.036889558318585,1.0355270244867782,1.0389256732247203,0.0,-10.00138250671728,-7.946156266792264,147.4074593325942,134.50224933390584,143.22601021206106,138.44852219322337,138.44710169848156,141.14734188971482,83.13749694824219,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.11071395874024,62.653770446777344,0.0,50.12301635742188,0.0,0.0,0.0,0.0,0.0,15.021867752075195,25.061508178710927,0.0,17.54305648803711,0.0,0.0,0.0,0.0,-85.35697253008148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.000139035014676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75005494439832,85.35697253057498,0.0,0.0,0.0,0.0,-84.22198729226508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.73522140999618,0.0,0.0,0.0,0.0,0.0,85.35697258860594,0.0,0.0,0.0,0.0,-21.385682660428053,0.0,46.00013903494385,0.0,0.0,-45.110787897821986,0.0,0.0,-0.2646305687235406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649308939664889,0.0,50.13574614827011,0.0,0.0,28.75005494443189,0.0,0.0,21.568207193555093,0.0,-49.85845586008186,0.0,0.0,0.0,0.0,11.253287723769471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.347308699149853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.91641379301917,-7.344542306426513,0.0,0.0,0.0,0.0,0.28123288195803303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.268544971743054,0.0,0.0,0.0,0.0,0.0,-11.253287611517,0.0,0.0,0.0,0.0,-12.406321290160351,0.0,-18.876554968383545,0.0,0.0,-15.02128570985831,0.0,0.0,-9.917054303905708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.078750759847753,0.0,-12.510074810430465,0.0,0.0,-24.130608016302514,0.0,0.0,-25.34272498987684,0.0,-7.6259092932752095,0.0,0.0
2,1.0399999618530271,1.0249999762017474,1.024999976208142,1.0489683139905217,1.0482914648248196,1.0384315930015924,1.0424740714696388,1.0395265371842473,1.0420193762026226,0.0,-2.5116402025157383,-3.7051263916312416,147.02932116166178,145.18147588512016,144.30348931324338,145.94657492244352,144.50155010778138,145.3910650428785,97.2750015258789,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1500015258789,68.26388549804689,0.0,54.61111068725586,0.0,0.0,0.0,0.0,0.0,16.366949081420902,27.30555534362793,0.0,19.113889694213867,0.0,0.0,0.0,0.0,-98.15483573945058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00000030972083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75000032156213,98.15483574013702,0.0,0.0,0.0,-41.16439985629467,-56.333937337310374,0.0,0.0,0.0,0.0,0.0,0.0,41.32059194039966,0.0,0.0,8.013569336386192,0.0,0.0,0.0,0.0,0.0,56.834243883345614,0.0,0.0,0.0,0.0,11.98157952183417,0.0,46.00000030960979,0.0,0.0,-7.9856018053428555,0.0,0.0,-37.873564255607036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98643100509799,0.0,16.768421019106647,0.0,0.0,28.75000032158371,0.0,0.0,-11.929948228309504,0.0,-16.73754687007197,0.0,0.0,0.0,0.0,18.877638259601365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.765015447850537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.49049088770626,-13.647715774231164,0.0,0.0,0.0,-4.989501031432852,-8.6631901927094,0.0,0.0,0.0,0.0,0.0,0.0,-13.036075780500807,0.0,0.0,-21.93063407040468,0.0,0.0,0.0,0.0,0.0,-5.841562422528508,0.0,0.0,0.0,0.0,-19.870847331607802,0.0,-28.03856610083013,0.0,0.0,-11.37744694042167,0.0,0.0,-7.356258219660429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.83438133994916,0.0,-10.619643360491654,0.0,0.0,-29.542666151256576,0.0,0.0,-18.642361855800953,0.0,-11.757630303708579,0.0,0.0
3,1.0399999618530271,1.0249999768538245,1.0249999778771886,1.0442669837084784,1.0389089385218986,0.9633551326260136,1.030857783827853,1.0221362220245147,1.0237673524477255,0.0,-12.802038219925187,-20.324319941452266,146.42966901175654,141.14182544737884,121.73548106306757,135.6387989231483,131.4323557683557,128.75575666039342,111.4124984741211,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.18928527832031,73.87400817871094,0.0,59.099205017089844,0.0,0.0,0.0,0.0,0.0,17.712032318115234,29.549602508544922,0.0,20.684722900390625,0.0,0.0,0.0,0.0,-117.41596526132324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00000073341424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.7500033871178,117.41596526220108,0.0,0.0,0.0,-116.15142350125382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.41596524931214,0.0,0.0,-61.781261516151645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23772282736016,0.0,46.00000073338069,0.0,0.0,62.96213819070546,0.0,0.0,-106.85096689007752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.78126223287157,0.0,-47.48771947442213,0.0,0.0,28.75000338716876,0.0,0.0,-73.87401010162301,0.0,47.75176154290136,0.0,0.0,0.0,0.0,11.395470585661249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.287632184684117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9226444426620668,-4.044829776055478,0.0,0.0,0.0,3.0497965136162577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.395470585645946,0.0,0.0,-6.075912869523523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.479748546059838,0.0,-8.980876497979938,0.0,0.0,-20.761828824288106,0.0,0.0,-3.6082910748185455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2117193102088635,0.0,-2.5571038717086374,0.0,0.0,2.3868483370401457,0.0,0.0,-29.549593105001644,0.0,-17.076431773334438,0.0,0.0
4,1.0399999618530271,1.0249999766418096,1.0249999768308438,1.045678960014756,1.0430498553145016,1.0308346167319715,1.03957272159368,1.034734873765112,1.0390764851632832,0.0,-4.504490068464465,-5.718441080879072,146.1471451242079,143.68315518999103,142.67879166171934,143.94942095407603,142.29542532632897,143.3751902735362,125.5500030517578,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.22857284545898,79.48412322998047,0.0,63.587303161621094,0.0,0.0,0.0,0.0,0.0,19.057113647460934,31.79365158081055,0.0,22.255556106567386,0.0,0.0,0.0,0.0,-126.8650199647632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00000277780165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75000300437425,126.86501996580094,0.0,0.0,0.0,-54.64901525143872,-71.130012799615,0.0,0.0,0.0,0.0,0.0,0.0,54.92529392128142,0.0,0.0,2.584576763608551,0.0,0.0,0.0,0.0,0.0,71.93972654551116,0.0,0.0,0.0,0.0,8.383105720704965,0.0,46.000002777707,0.0,0.0,-2.579558592824159,0.0,0.0,-43.26669087066474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.415426348576304,0.0,20.366898991258743,0.0,0.0,28.75000300440411,0.0,0.0,-8.35411140638325,0.0,-20.32061629296798,0.0,0.0,0.0,0.0,14.576865532251356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.859762599409947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.187420211702193,-5.9866193476997625,0.0,0.0,0.0,-5.184448702031563,-9.738115635387867,0.0,0.0,0.0,0.0,0.0,0.0,-11.663295760120823,0.0,0.0,-19.29072625443947,0.0,0.0,0.0,0.0,0.0,-2.9135695196694047,0.0,0.0,0.0,0.0,-16.165348101386936,0.0,-23.278623579476385,0.0,0.0,-13.872657996923351,0.0,0.0,-9.198725438498316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.569036047733885,0.0,-9.022070583806258,0.0,0.0,-24.39447438767149,0.0,0.0,-22.055515853319367,0.0,-13.056821137145489,0.0,0.0
5,1.0399999618530271,1.0249999877086595,1.0249999865982649,1.0358221303034387,1.019212484220856,1.0201217520832822,1.0291599385747563,1.0255752268835847,1.0342938156013166,0.0,-5.63194438081007,-6.906853308209857,145.6659470083653,142.89964736057718,141.7393231103454,142.80631935240694,141.01004574038,142.1825859681776,139.6875,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.26785659790039,85.09424591064453,0.0,68.07539367675781,0.0,0.0,0.0,0.0,0.0,20.402196884155273,34.037696838378906,0.0,23.82638931274414,0.0,0.0,0.0,0.0,-141.33619070315245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.000017753509034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.750022035699054,141.3361907042443,0.0,0.0,0.0,-61.267858342169006,-78.68339307577885,0.0,0.0,0.0,0.0,0.0,0.0,61.64142203318457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6947703229049,0.0,0.0,0.0,0.0,6.444706603586122,0.0,46.000017753467596,0.0,0.0,0.0,0.0,0.0,-45.83019210181564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.00001815756099,0.0,22.305318800952605,0.0,0.0,28.75002203573759,0.0,0.0,-6.4108619374796785,0.0,-22.245226250595007,0.0,0.0,0.0,0.0,-2.164872356806768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.476967820847722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.632125658910326,12.891439074820065,0.0,0.0,0.0,-20.40216584486005,-8.395041447976475,0.0,0.0,0.0,0.0,0.0,0.0,4.994486218836557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8296133175952463,0.0,0.0,0.0,0.0,-11.986329813663053,0.0,-6.195359159275091,0.0,0.0,0.0,0.0,0.0,-6.811072617433473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.476966336651388,0.0,-4.645788051398755,0.0,0.0,-16.027814511277654,0.0,0.0,-25.642597638809573,0.0,-17.015295809089288,0.0,0.0
6,1.0399999618530271,1.0249999805038297,1.0249999823959566,1.0418497975042755,1.0372330787798336,1.0225815579613595,1.0364548109687135,1.0296953185025588,1.035927635399248,0.0,-6.54312752851192,-7.780439084488154,145.2508025548674,142.15395995912687,141.01723916395912,141.90613081931713,140.03832425529754,141.3104364636674,153.8249969482422,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.30714416503906,90.7043685913086,0.0,72.56349182128906,0.0,0.0,0.0,0.0,0.0,21.747278213500977,36.28174591064453,0.0,25.3972225189209,0.0,0.0,0.0,0.0,-155.74572625608084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.000018521412365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.750020192671624,155.7457262575255,0.0,0.0,0.0,-68.18337722284559,-85.92726679611198,0.0,0.0,0.0,0.0,0.0,0.0,68.61717172505864,0.0,0.0,-2.872973001361875,0.0,0.0,0.0,0.0,0.0,87.1285566023206,0.0,0.0,0.0,0.0,4.8035007479833896,0.0,46.00001852133685,0.0,0.0,2.876226995737576,0.0,0.0,-48.682211865324106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.872993325206956,0.0,23.946528084125447,0.0,0.0,28.75002019270873,0.0,0.0,-4.777109635563517,0.0,-23.88130627539029,0.0,0.0,0.0,0.0,9.804434159824936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61840847920905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.54594260652292,3.1185312236550007,0.0,0.0,0.0,-5.222893339865848,-10.640236935320672,0.0,0.0,0.0,0.0,0.0,0.0,-10.109140789679053,0.0,0.0,-16.363676470835138,0.0,0.0,0.0,0.0,0.0,0.30470755198911803,0.0,0.0,0.0,0.0,-12.170487237322615,0.0,-18.163375751235602,0.0,0.0,-16.524351939497052,0.0,0.0,-11.031147275062683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2547303147070497,0.0,-7.375446920565084,0.0,0.0,-18.885972804008624,0.0,0.0,-25.64141608010467,0.0,-14.36602285308708,0.0,0.0
7,1.0399999618530271,1.0250000231506258,1.0250000293385573,1.024599997624024,1.0225392170214893,0.9749678126850746,1.0312460517615225,1.0227838431852443,1.029171652854088,0.0,-7.456055851698363,-8.412325718225237,144.70892859948896,141.3179058992911,139.9235178852721,140.9853651534601,139.11770971802815,140.67258021851572,167.96249389648438,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.34642791748047,96.31448364257812,0.0,77.05158996582031,0.0,0.0,0.0,0.0,0.0,23.09236145019531,38.525794982910156,0.0,26.968055725097656,0.0,0.0,0.0,0.0,-170.59596448854037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00010057709643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.750058301055468,170.59596448988546,0.0,0.0,0.0,-71.94903871245991,-96.3144405248333,0.0,0.0,0.0,0.0,0.0,0.0,72.4504781302952,0.0,0.0,-2.588577901134129,0.0,0.0,0.0,0.0,0.0,98.14549570460548,0.0,0.0,0.0,0.0,0.0,0.0,46.00010057704882,0.0,0.0,2.6025826115690034,0.0,0.0,-48.39588429255897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.58868129792811,0.0,28.75006025387311,0.0,0.0,28.750058301101717,0.0,0.0,0.0,0.0,-28.655809907765487,0.0,0.0,0.0,0.0,-19.511174209133983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.931601407732526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.556073424147093,35.688073837652134,0.0,0.0,0.0,-1.0574565825575135,-38.52511763491121,0.0,0.0,0.0,0.0,0.0,0.0,-13.119577017115198,0.0,0.0,-10.171198306332023,0.0,0.0,0.0,0.0,0.0,32.63075360249249,0.0,0.0,0.0,0.0,0.0,0.0,-9.617793492793764,0.0,0.0,-22.034790637732183,0.0,0.0,-13.322489706959535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7603965233581356,0.0,-7.5560644974902855,0.0,0.0,-7.067187854268996,0.0,0.0,0.0,0.0,-13.645484093336544,0.0,0.0
8,1.0399999618530271,1.025000004648576,1.0250000164146251,1.0374386160651008,1.0307928435489817,1.0136125883338636,1.03310231512486,1.0243871637831825,1.0325550632038805,0.0,-8.635316924671931,-9.899272342144203,144.33784193339613,140.58832603618592,139.31230856163452,139.80890539927358,137.72188081474565,139.18863096278793,182.1000061035156,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38571166992188,101.9246063232422,0.0,81.53968048095703,0.0,0.0,0.0,0.0,0.0,24.437442779541016,40.76984024047852,0.0,28.53888893127441,0.0,0.0,0.0,0.0,-184.81001601190547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.000093911473705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75010229114325,184.8100160138044,0.0,0.0,0.0,-81.77254745087069,-100.72595349800336,0.0,0.0,0.0,0.0,0.0,0.0,82.40357163743076,0.0,0.0,-8.361992893761443,0.0,0.0,0.0,0.0,0.0,102.40645128508531,0.0,0.0,0.0,0.0,1.2453210667602694,0.0,46.00009391141914,0.0,0.0,8.386806968733005,0.0,0.0,-54.12276619830887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.36209399904949,0.0,27.50481455860157,0.0,0.0,28.75010229118709,0.0,0.0,-1.1986951618969055,0.0,-27.41704476308231,0.0,0.0,0.0,0.0,4.525944575899941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.017393972213727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.541132689612494,13.763859086554206,0.0,0.0,0.0,-5.096228352912547,-11.36092056315583,0.0,0.0,0.0,0.0,0.0,0.0,-8.361437257981727,0.0,0.0,-13.128415058687887,0.0,0.0,0.0,0.0,0.0,3.8354955743826133,0.0,0.0,0.0,0.0,-7.863357903930355,0.0,-12.6632204027952,0.0,0.0,-19.341087565889644,0.0,0.0,-12.852771942875464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8889715374005291,0.0,-5.677738986613782,0.0,0.0,-12.986043564085586,0.0,0.0,-29.40856932219976,0.0,-15.685897762014179,0.0,0.0
9,1.0399999618530271,1.0249999761721826,1.0249999767274007,1.0282400592357253,1.02193656556705,0.9905480491058642,1.0342762390950309,0.9737614014049728,1.008908047318028,0.0,-2.2244261020531706,-20.42751982807058,143.67897094856343,142.21153756025038,134.95198459387638,146.22156562372498,123.71585965000628,128.63900691734435,196.2375030517578,46.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.508235931396484,17.817655563354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.42500305175781,107.53472137451172,0.0,86.02777862548828,0.0,0.0,0.0,0.0,0.0,25.78252410888672,43.01388931274414,0.0,30.109722137451172,0.0,0.0,0.0,0.0,-204.40391037816482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.00000000392908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75000139883316,204.40391038023682,0.0,0.0,0.0,-32.05849688796997,-167.3895477626098,0.0,0.0,0.0,0.0,0.0,0.0,32.158014609929516,0.0,0.0,45.99999999215817,0.0,0.0,0.0,0.0,0.0,172.24589575685437,0.0,0.0,0.0,0.0,-58.25778615267409,0.0,46.00000000385661,0.0,0.0,-45.366506177394534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.00778757294704,0.0,0.0,28.750001398873682,0.0,0.0,59.85482629835598,0.0,-86.0277797334062,0.0,0.0,0.0,0.0,-9.706408969095122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.974606470710034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.471046361323552,32.51981023662065,0.0,0.0,0.0,-12.591764323940149,-4.58608789145039,0.0,0.0,0.0,0.0,0.0,0.0,-5.056518348732858,0.0,0.0,-15.974606470701165,0.0,0.0,0.0,0.0,0.0,14.76292731821006,0.0,0.0,0.0,0.0,9.605635313252094,0.0,-14.589213689776068,0.0,0.0,-13.190759779019473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.865411192785636,0.0,0.0,28.38135150779089,0.0,0.0,-38.42780123593432,0.0,-30.109719574375035,0.0,0.3333333333333333
